13
triangle
102
238	351
232	370
229	378
227	381
221	378
214	374
210	372
214	380
220	390
228	401
236	413
243	425
248	436
250	447
251	458
251	464
249	471
246	479
242	485
238	494
235	503
232	515
231	525
231	538
232	551
238	565
245	578
252	590
259	597
263	599
check
30
158	430
161	434
166	441
171	446
175	452
180	458
185	463
189	469
192	472
195	475
196	477
199	480
200	482
201	482
201	481
203	474
205	466
209	455
217	437
224	422
233	404
244	385
258	367
273	348
292	328
311	310
328	295
338	287
341	284
342	283
3
61
242	212
246	208
251	205
256	201
262	197
268	195
274	192
278	191
282	191
287	191
294	191
300	193
305	195
309	198
315	201
319	204
321	207
323	211
323	216
324	223
323	230
320	238
316	243
310	247
303	249
296	250
288	252
280	252
275	252
272	252
271	251
274	251
283	255
291	260
301	266
309	271
312	275
314	278
317	282
319	288
322	296
323	302
324	310
324	318
322	327
318	336
315	343
311	349
307	352
303	353
298	354
292	354
287	353
278	347
269	342
262	337
256	333
252	329
248	326
246	324
245	324
6
82
450	208
450	206
450	204
450	203
449	202
445	200
441	198
438	197
433	195
427	194
420	193
410	192
401	191
391	191
381	194
370	200
358	211
346	225
333	241
326	253
319	266
314	279
311	292
309	304
309	317
309	325
309	335
312	347
315	357
319	369
325	381
330	391
336	401
344	411
350	417
359	423
368	429
375	431
384	434
393	435
402	436
411	436
420	436
428	433
435	428
441	423
446	415
452	405
455	395
457	386
458	376
458	365
457	355
455	346
453	339
451	333
448	328
445	324
440	320
432	316
426	313
417	311
408	309
401	309
394	308
384	308
376	307
368	307
361	307
357	307
353	308
348	309
342	312
336	314
330	317
326	318
321	320
316	322
313	324
309	325
308	327
307	327
right_curly_bracket
77
291	161
294	161
298	161
303	161
307	162
313	165
319	171
324	175
329	183
333	193
336	202
339	212
341	223
342	232
343	244
345	253
346	262
348	271
350	279
352	289
354	297
356	304
357	309
358	312
359	315
361	317
361	318
362	319
366	321
371	322
376	322
380	322
383	321
384	320
383	320
379	321
376	322
373	323
371	324
369	325
367	328
366	331
364	333
364	336
363	338
363	343
363	348
363	353
363	359
363	366
364	373
365	382
366	390
367	397
367	404
367	410
367	416
367	423
367	431
366	438
365	444
363	448
361	454
358	460
354	466
351	472
345	480
340	487
335	496
330	503
325	510
321	515
317	519
314	522
313	524
312	525
312	526
h
76
326	157
326	161
326	167
326	175
326	186
326	196
326	209
326	223
326	235
327	249
329	263
331	277
333	289
336	301
338	310
339	319
340	326
340	332
340	337
341	341
341	343
341	344
341	341
340	335
338	327
337	318
336	309
336	301
336	294
336	287
336	282
336	276
337	271
337	267
338	263
339	259
341	255
342	251
343	248
344	245
345	243
346	242
348	241
350	240
353	239
357	239
361	239
366	239
371	241
375	242
379	245
384	249
389	252
393	256
397	259
399	262
400	264
402	269
402	274
403	279
403	286
403	292
403	300
401	311
401	319
401	328
400	337
400	341
400	346
400	351
400	355
400	358
401	361
401	363
402	363
402	364
m
69
201	269
201	272
201	281
201	292
201	303
202	314
203	327
204	337
205	344
205	348
205	344
205	335
205	323
205	311
206	299
208	290
210	283
212	279
213	277
215	276
220	275
225	275
232	275
238	275
243	275
246	276
248	277
252	282
254	286
257	294
258	305
258	314
258	326
258	338
258	346
258	353
258	355
258	350
258	335
259	317
260	300
261	286
263	277
264	271
267	268
269	267
273	267
277	267
284	267
291	269
299	273
305	275
310	277
314	279
317	282
319	286
321	289
322	295
323	301
323	311
323	319
321	330
318	340
316	348
315	355
314	361
314	364
313	366
313	367
